MaxDebt	StorageCapacity	FAF	MaritimeFoodResources	OtherCalorieSources	RainfallVariability	RecoverRate	DepletionRate	DegradationFactor	Oikoi	Settlements	CoastalSettlements	InlandSettlements	Migrations	AreaCultivated	CommercialExchanges	TradeDistance
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	166	37	23	14	4	2,603358892	164	106,9654237
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	219	43	22	21	10	2,498074255	222	109,1699181
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	142	37	20	17	6	2,50335653	143	102,4425721
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	181	36	23	13	7	2,499005692	176	106,6044324
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	144	27	10	17	8	2,579808128	141	85,16676849
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	130	31	12	19	12	2,572469539	119	86,40541347
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	182	33	11	22	19	2,561469343	161	80,51029083
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	184	29	17	12	20	2,453580698	158	86,19657703
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	172	35	15	20	8	2,513442704	156	81,14680362
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	166	35	17	18	18	2,555288789	153	88,84853894
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	197	36	15	21	4	2,468328802	202	109,4101991
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	220	39	17	22	36	2,554614303	187	83,10348634
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	110	30	18	12	5	2,550706074	109	88,73297404
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	201	36	15	21	31	2,488188324	176	65,0357507
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	141	30	11	19	26	2,556178369	107	63,33396858
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	188	33	19	14	8	2,522557338	189	97,63328528
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	110	34	19	15	7	2,542137716	113	91,4597525
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	120	26	12	14	3	2,554367473	107	84,84665738
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	221	36	17	19	20	2,512015577	197	89,5156925
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	147	28	13	15	7	2,593959208	144	95,17219609
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	162	36	22	14	4	2,587759584	164	100,8249971
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	218	37	16	21	24	2,482155981	197	77,44467968
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	141	36	18	18	14	2,492741897	127	82,67035836
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	182	39	22	17	30	2,490747702	146	84,81628031
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	138	28	11	17	18	2,590553179	131	92,55002954
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	132	27	9	18	17	2,593633147	113	84,11575755
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	183	33	11	22	6	2,579934463	174	89,81818379
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	182	27	15	12	25	2,469194699	150	73,94496637
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	171	34	14	20	3	2,527886162	166	77,49893116
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	163	35	17	18	10	2,595952373	160	85,23192634
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	196	34	14	20	18	2,490985075	185	107,1382025
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	225	37	15	22	18	2,573039519	201	88,30488109
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	111	30	18	12	4	2,545619561	109	86,5163015
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	202	35	14	21	13	2,490319696	179	82,97964647
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	134	29	10	19	7	2,600010002	131	76,29248186
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	182	32	18	14	10	2,517959106	176	84,88545395
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	110	30	17	13	4	2,54212	105	83,62342909
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	118	26	11	15	24	2,563763532	87	62,55446921
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	224	35	15	20	36	2,496388847	185	80,73392043
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	148	27	12	15	5	2,589718568	146	107,5047485
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	171	36	22	14	7	2,574183333	156	98,41636076
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	214	31	11	20	29	2,500319333	181	66,87189057
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	138	35	17	18	25	2,539427076	119	86,71719041
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	178	39	22	17	18	2,557487572	150	73,01427002
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	141	29	11	18	15	2,60565409	126	91,40620029
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	134	28	10	18	8	2,621672466	124	94,45842555
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	184	29	8	21	30	2,576707333	134	71,8848988
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	181	26	14	12	14	2,493579945	159	79,1262818
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	176	33	12	21	11	2,50695992	158	78,3024961
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	165	36	18	18	27	2,576631188	136	93,42036521
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	187	32	12	20	6	2,493246156	178	96,51938728
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	223	36	14	22	15	2,587138476	205	78,33827349
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	113	30	18	12	19	2,571150244	98	82,22672124
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	200	36	15	21	5	2,499945234	190	80,32010287
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	125	30	10	20	9	2,579512278	121	77,22163673
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	182	30	16	14	25	2,518057093	143	65,28046926
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	112	31	17	14	7	2,576710506	108	81,34877855
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	115	26	11	15	10	2,629972504	107	79,84244549
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	216	35	14	21	16	2,523639474	203	87,83319566
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	138	25	11	14	6	2,589231966	139	83,64643266
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	174	35	21	14	6	2,592791282	165	89,78783247
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	214	30	10	20	24	2,537156863	170	61,14696731
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	130	34	16	18	7	2,557100278	126	86,50745484
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	180	37	20	17	16	2,523812321	152	70,83792493
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	146	26	8	18	6	2,578090377	121	79,97735555
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	133	29	10	19	4	2,611309604	125	91,60764252
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	180	28	7	21	9	2,606156541	158	77,97049677
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	176	25	12	13	16	2,473702798	150	77,68815636
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	186	33	12	21	15	2,516965633	161	77,21933305
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	164	35	17	18	8	2,580268119	152	88,33053812
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	186	34	14	20	4	2,474530852	175	88,97780665
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	223	36	13	23	18	2,582547455	199	77,74588132
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	113	28	16	12	9	2,58014027	107	73,27030558
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	195	31	11	20	41	2,49200839	146	67,26569938
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	120	30	10	20	12	2,587288691	110	65,3841119
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	179	27	13	14	14	2,565546917	160	78,09586522
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	113	30	16	14	3	2,589095632	111	89,27271322
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	116	27	12	15	4	2,624541706	109	83,03588623
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	221	34	13	21	26	2,529820186	187	83,22343458
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	134	23	9	14	2	2,569729592	133	98,12471597
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	175	32	18	14	21	2,611796688	147	73,5389161
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	207	30	9	21	18	2,541116142	188	64,07806246
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	128	33	16	17	29	2,565758529	103	73,72741069
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	176	34	17	17	9	2,524454927	144	82,26010278
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	148	25	7	18	4	2,570104488	134	80,35116853
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	126	27	8	19	29	2,645224288	100	80,93291247
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	179	28	7	21	12	2,637431557	155	74,16127999
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	182	24	11	13	8	2,48495982	153	81,42099917
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	185	32	11	21	8	2,535901395	179	81,57050782
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	166	35	17	18	7	2,585122505	150	97,21683502
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	185	34	14	20	2	2,471732466	175	83,78895358
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	225	34	11	23	27	2,586319523	178	81,80288529
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	115	27	15	12	9	2,578695075	105	86,85475123
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	195	30	10	20	17	2,507149149	156	68,02695517
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	115	29	9	20	9	2,578471261	97	72,65381694
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	181	25	12	13	14	2,537603602	151	77,18397038
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	108	30	16	14	1	2,5245286	108	90,10749031
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	114	26	11	15	10	2,609253167	102	80,7643562
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	218	35	13	22	9	2,54155293	213	90,40175389
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	139	23	9	14	2	2,542055666	128	94,42861725
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	169	31	17	14	10	2,627342739	161	71,005836
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	210	29	8	21	11	2,523777349	186	56,72621805
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	125	32	16	16	3	2,57924203	117	65,84057804
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	181	35	18	17	24	2,515273147	121	68,69958973
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	145	24	6	18	10	2,575126192	131	76,58781389
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	121	26	6	20	16	2,655357751	105	77,53121888
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	170	28	7	21	3	2,606879946	166	73,33264198
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	174	22	9	13	12	2,484575905	157	73,20728322
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	185	31	10	21	8	2,535922952	177	83,60511286
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	164	34	16	18	6	2,586329482	154	94,55116338
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	181	29	10	19	16	2,443669575	156	74,36844765
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	226	35	12	23	23	2,59685019	186	75,76093979
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	115	27	16	11	10	2,578798013	106	73,84874638
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	195	29	9	20	14	2,506541067	158	72,16890087
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	119	28	8	20	18	2,56743021	92	64,56651772
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	180	25	11	14	14	2,54611212	158	77,58262727
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	109	31	18	13	8	2,537937686	100	85,07240247
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	122	23	10	13	30	2,59361631	81	72,85047073
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	215	33	11	22	15	2,558245933	200	85,4877186
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	144	22	8	14	11	2,536944165	116	80,30061487
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	168	30	17	13	7	2,613444315	152	72,34713113
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	210	29	8	21	16	2,542484869	186	61,30813762
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	122	31	15	16	5	2,593583267	107	63,3441576
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	180	34	17	17	26	2,556407753	149	72,76727619
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	141	23	5	18	6	2,584223151	137	83,57392185
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	119	26	6	20	6	2,657369093	106	90,25850031
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	176	28	7	21	6	2,614543692	162	76,54757873
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	163	22	9	13	8	2,523594567	153	67,06029798
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	191	32	11	21	6	2,52955855	178	81,8547064
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	160	34	16	18	3	2,582373981	157	90,68969306
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	180	30	11	19	11	2,440623226	167	80,01213744
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	221	35	12	23	20	2,614932466	194	79,05151449
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	115	26	16	10	3	2,578608295	109	77,258528
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	191	28	8	20	20	2,501297141	154	55,31648583
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	118	28	8	20	6	2,580697402	103	74,1917397
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	175	25	11	14	13	2,555944393	153	72,40789822
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	113	31	18	13	4	2,527710084	103	85,73175535
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	118	22	9	13	9	2,63854165	105	79,40666291
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	200	33	11	22	5	2,580312909	205	87,54401771
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	140	22	8	14	6	2,538254759	137	89,13607195
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	162	29	16	13	6	2,611644366	147	71,05216854
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	206	29	8	21	14	2,548337749	183	63,26798538
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	121	31	15	16	2	2,582500691	106	76,65767827
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	175	30	14	16	11	2,577635174	150	63,13179866
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	140	23	5	18	17	2,588410486	113	67,05262544
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	118	25	5	20	21	2,646126016	92	64,26089843
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	174	28	7	21	7	2,627308859	161	76,5289596
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	164	20	7	13	5	2,526403027	129	68,83130375
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	197	32	11	21	6	2,533442652	182	84,34143227
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	165	34	16	18	2	2,552653124	146	84,30275825
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	180	32	13	19	6	2,429435238	170	90,53761989
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	207	33	10	23	8	2,627708824	209	72,65700302
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	113	26	16	10	16	2,571308516	96	73,10449504
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	190	28	8	20	5	2,530273154	153	56,24331151
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	116	29	9	20	12	2,582173921	94	65,02354515
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	179	22	8	14	33	2,537989841	108	61,39651401
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	115	27	13	14	33	2,544533139	65	57,42104248
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	116	23	10	13	9	2,640776867	102	73,50540519
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	198	33	11	22	2	2,576143592	188	94,40025982
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	138	23	9	14	9	2,52457448	125	83,78128198
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	162	28	15	13	8	2,623892279	143	65,69623631
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	206	28	7	21	20	2,538917713	170	55,78617506
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	117	32	16	16	3	2,585371968	110	65,97832097
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	174	27	11	16	10	2,603317387	129	67,94195983
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	136	23	5	18	24	2,627309515	115	75,28168144
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	109	24	4	20	7	2,690446857	105	80,63927855
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	174	27	6	21	2	2,627308859	160	72,94591828
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	158	18	5	13	4	2,546280095	135	61,68254438
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	192	32	11	21	11	2,552738452	190	79,78297309
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	158	34	16	18	4	2,564942996	151	88,51244778
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	177	30	11	19	10	2,431231919	160	79,48733812
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	205	34	9	25	6	2,643607789	188	76,02404446
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	113	25	15	10	4	2,588902279	106	63,83446213
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	180	28	9	19	11	2,549282383	153	56,93053322
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	120	29	10	19	16	2,579368784	79	48,71619221
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	178	22	7	15	8	2,535272591	130	55,525346
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	115	27	13	14	19	2,561562637	90	76,32976745
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	117	23	10	13	8	2,6520562	95	74,95693415
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	196	32	11	21	5	2,576930731	189	100,1341105
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	135	23	9	14	2	2,543463314	128	87,59465719
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	164	27	14	13	10	2,628659595	142	57,60163582
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	209	28	7	21	5	2,540647078	192	63,17332769
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	114	32	16	16	2	2,583354397	103	69,50100348
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	166	26	11	15	11	2,602666521	123	52,77362156
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	139	21	4	17	9	2,6281873	111	75,64376732
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	109	24	4	20	1	2,645320502	104	74,96212146
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	169	26	5	21	2	2,616528809	156	71,86798685
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	159	18	5	13	4	2,524188215	126	66,17433759
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	185	31	10	21	6	2,557597539	179	81,93650355
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	152	33	15	18	8	2,554582287	148	87,68164433
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	177	30	11	19	6	2,419999743	170	91,69127104
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	202	33	8	25	7	2,667841548	192	73,39495789
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	113	22	12	10	6	2,580087839	99	56,75600357
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	176	27	8	19	4	2,539510854	128	54,32001743
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	116	28	9	19	16	2,616280956	94	60,30207769
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	175	22	6	16	12	2,550253479	130	49,94126294
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	112	27	14	13	15	2,594001421	94	66,20028234
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	120	24	10	14	7	2,652025586	103	70,47770618
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	201	31	11	20	3	2,562451402	189	97,90276236
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	132	23	9	14	1	2,555709713	124	86,59598172
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	171	27	14	13	19	2,620850695	131	57,15428136
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	203	28	7	21	11	2,571424648	184	61,4041507
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	115	31	15	16	1	2,54374055	99	63,92446904
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	169	25	10	15	50	2,574158164	66	46,25009598
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	137	21	4	17	3	2,630029912	124	79,15349749
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	108	24	4	20	5	2,65142422	101	82,11106024
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	174	26	5	21	18	2,610249611	132	71,89983534
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	159	18	5	13	10	2,518085866	118	60,91656682
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	187	30	9	21	2	2,540981183	170	74,37767822
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	151	31	14	17	5	2,558281325	140	90,63614994
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	170	30	10	20	9	2,443665982	164	79,14439252
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	203	33	8	25	6	2,659742558	184	73,93219336
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	111	22	12	10	6	2,590433259	102	68,36874845
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	175	27	8	19	7	2,548161295	133	53,58976759
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	117	29	9	20	13	2,644727504	94	52,93092851
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	176	23	6	17	16	2,586641126	119	56,19920454
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	110	23	10	13	5	2,622676949	96	67,39141508
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	132	23	9	14	15	2,607782185	90	68,70646808
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	204	31	11	20	5	2,54922962	193	91,23276633
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	133	23	9	14	2	2,536687522	120	81,34798178
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	167	29	15	14	23	2,629756991	132	61,10438342
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	199	29	8	21	5	2,563058442	189	63,39554724
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	118	30	14	16	3	2,530084484	102	72,18184375
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	174	27	12	15	12	2,603146635	104	53,8257276
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	142	21	4	17	2	2,608138882	122	72,59877037
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	109	24	4	20	3	2,654204071	99	78,51602685
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	156	17	4	13	6	2,553448576	122	57,7974319
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	172	27	6	21	6	2,634303793	150	72,2610836
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	184	29	9	20	5	2,544366788	175	77,65314178
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	149	31	14	17	14	2,565827797	133	85,82882562
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	164	30	10	20	17	2,466031496	131	72,94363896
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	205	32	7	25	9	2,667911174	188	74,69006489
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	110	22	12	10	4	2,613784561	104	66,90758848
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	176	25	6	19	1	2,516851645	130	51,76328621
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	116	30	8	22	11	2,667082568	93	54,56669369
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	171	22	5	17	6	2,615003388	114	54,51903922
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	113	20	7	13	28	2,588516822	65	51,57716668
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	134	23	9	14	4	2,591159926	117	69,81968493
